	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59
GTEX-13N11	1.1836606	4.4606957	10.283069	-6.728468	-4.944995	2.519774	-1.9482878	1.3349607	-2.1785522	5.37756	-1.4910007	-2.2973378	2.5366197	-5.023103	7.024587	-8.422249	-2.4534457	7.407505	2.4300072	-1.3126316	4.7059107	10.41918	3.5451536	4.7534623	-9.495587	5.5416265	-2.2648234	6.416973	0.91950315	-1.2360326	0.75097173	0.14690174	-3.2728133	-5.411191	1.8771422	0.99625814	-0.33172753	-3.8109167	0.4266032	-1.369172	-3.2956867	0.11698535	7.469484	-2.3072424	5.6755404	8.0190935	0.7238295	1.3811728	-3.4772437	2.8471475	-2.9726222	5.4630275	-1.8798465	-3.1816254	-2.8832684	4.6768675	0.16941321	3.438051	2.147798	-6.375351
GTEX-13N1W	-3.9483683	0.867958	-1.0619609	5.5566616	5.834817	-4.385083	3.6455894	10.816539	-8.165712	0.84470725	-1.3466922	-3.199443	-1.4942706	-3.0134916	-8.346972	-2.9257522	-2.7679281	3.4422767	-5.4108863	2.3885555	1.9055744	-5.5215735	-3.8442552	1.7019874	-0.46908057	5.6795387	-3.1036713	-0.914088	1.622218	1.7537689	7.148871	2.447125	-2.3546782	-4.2021437	6.0008206	2.2037272	-5.4744325	3.9027333	2.880962	-6.0127726	2.8170438	2.364189	3.2663376	-10.606134	2.0852118	-4.4176726	0.6788065	-2.701723	5.4358916	-0.019804424	-0.0160083	-0.3127568	3.614297	1.3795323	5.726801	4.775943	-3.8904629	-1.0864236	3.5693383	-1.5693984
GTEX-13N2G	2.0930648	-5.8857775	3.1874828	-3.5567589	1.7137259	3.53568	5.045886	5.7645383	3.0127406	4.947016	-0.84495705	-6.226673	2.47592	0.7284251	-1.6289978	-0.022442523	0.51960975	-4.450861	3.4696007	-4.422484	-0.30061033	4.444484	-1.8664644	-4.0989394	-1.5783986	-0.17876416	-2.6395104	-6.5146008	6.727646	4.336109	4.1550093	1.6206535	-7.6093693	1.9453102	-0.072960764	0.05384051	-7.3103294	-5.2092204	-1.027439	-1.513602	7.1881156	-0.6890414	-3.7123127	10.6571665	4.6294975	-1.5721557	2.5512364	-0.005541481	3.4039822	-0.49209484	5.9219894	-0.79574573	0.55491006	-2.2446592	-2.831527	-2.3370726	-5.290135	-1.9980493	-0.2454543	-0.22034787
GTEX-13NYB	4.2543955	-5.8122687	-5.3032107	1.4462912	7.1468034	4.0191846	4.0316677	6.2347393	-6.394656	-4.3378987	-1.5245787	-3.4556053	-5.6818557	-14.633898	-6.731294	-9.2644825	-3.7784185	1.5107856	0.55626965	-8.305214	4.2742176	-5.4928527	2.0131257	-3.1205943	5.0817704	0.39535314	-3.6368701	7.4337826	-0.7381842	2.223291	1.3094296	2.8896375	3.3387947	-1.9887164	1.8963289	1.7031646	-4.893457	9.769396	4.243383	-11.634476	-1.7104769	2.3484511	1.0142956	-1.1682445	4.6343184	2.3440192	6.029127	-4.374919	3.4546058	1.0085279	3.6403682	-1.2220652	-5.43571	2.1576033	-1.2324413	7.7874427	-7.1408	-3.5816474	0.66578436	-3.1493976
GTEX-13NYC	4.6389127	2.1788797	-8.739674	0.5879032	-1.0426891	-1.1395575	11.155306	-12.371301	-5.8030686	-2.555763	3.1835225	9.18178	5.4754457	8.654384	-9.021206	-0.22173099	11.193716	5.474891	10.958525	1.2389668	9.991309	3.6592405	3.0411675	-4.518815	7.7004104	-7.627652	8.600997	7.6545076	-12.0062685	-4.429172	9.581176	9.195492	-1.8126781	-0.033398464	-0.16846786	-12.810726	-2.3159585	0.9430998	-8.796396	7.0872808	-4.9923606	-13.733384	-3.7598739	12.95756	-20.295527	4.6493974	-2.7685556	12.837785	5.3653045	-11.775449	2.6984355	-3.008601	-19.340288	-5.401286	8.772912	3.025352	-2.3101702	-4.455563	-7.7977276	-2.817521
GTEX-13NZ9	8.789288	-2.501532	-2.8733487	0.40545258	-4.4957523	1.6027709	-8.963915	-9.012595	4.606153	-0.41083455	-2.8741186	-4.7923307	3.9790516	-1.4144533	2.846569	7.0376616	2.246007	-2.9026685	2.017641	5.0627933	-0.09288099	2.34891	5.17337	-1.8230582	-0.5055551	-10.967728	-1.3195447	-6.818747	-5.067487	2.086643	-12.311827	3.9088624	6.6473846	0.4849006	4.644984	3.2548635	-2.0746293	-9.083354	6.144589	-3.8431041	1.7210753	9.012621	-4.970319	3.417481	3.2052202	1.566934	6.2258945	2.851496	1.6937873	3.3022692	10.5818	-1.1061877	-9.476291	-1.5754108	6.6780624	-5.8047714	-1.0801401	-1.7752345	1.6187754	3.022525
GTEX-13NZA	-2.680858	3.9208567	-8.474323	5.1844463	3.057269	3.0819447	4.282944	2.2978067	-6.351694	-0.20523682	-1.5228486	1.6208353	-6.209428	-6.152353	-8.715741	0.10241882	0.8913224	1.374834	-6.811593	-2.526896	-1.9604337	-12.07033	3.9591184	-2.483031	-1.9891119	1.382911	2.6063313	0.7352266	-3.6932971	-1.0117359	5.3125587	-4.296986	-1.3020746	1.1388552	-2.3257847	1.2615321	-7.1705866	7.732613	2.5570323	-2.138915	-0.6252992	-4.2237186	-4.492639	0.63432294	5.242824	-3.7397392	5.871768	2.2416606	7.052316	5.747586	-0.9896698	-0.18283395	-1.6757028	1.1135482	-2.2758718	2.1229038	-4.5355415	-4.890605	6.4847617	-2.8610027
GTEX-13NZB	0.029844021	-4.760505	0.6286854	0.33806756	1.067182	-0.05281674	-3.5897572	-3.465787	3.6597488	-2.4605105	4.303766	-4.0607924	5.185524	2.4478617	6.424643	4.0709963	-1.3896534	-7.8418775	-3.5762331	-5.6384697	-2.9083226	1.009434	2.4783084	-5.037219	-0.053890556	-4.2397995	0.39445984	-4.971777	0.8771916	2.4099317	-3.8550763	-5.904481	0.64824986	-3.4325895	5.3608055	1.6088238	-8.247398	0.36250415	3.9879456	-1.0614206	1.165502	-2.9590135	0.4821449	8.147607	6.090727	-4.647332	5.5666146	4.804376	5.2038136	7.54481	4.1235337	-0.9258909	-4.9520636	3.7381241	-0.81724375	2.3766665	-3.5700183	-0.67301685	-3.2407317	0.7895716
GTEX-13O21	-7.2082977	6.289655	1.8848611	0.79743654	-3.002522	3.9158938	-3.3425064	-4.983039	1.0919487	0.55996835	5.268041	-6.2173696	3.1318154	3.0837963	3.694252	8.177053	4.8855004	7.5040965	-0.17400153	3.5930042	3.6515107	-4.926565	-1.7996463	1.7359494	2.0821888	3.5776768	-2.9849327	2.9494956	3.2542994	-9.587117	1.3767841	-0.8877516	2.4940217	-11.573033	7.0336266	-1.1040475	2.3997436	-3.560244	-1.5800894	1.4780904	-2.2099319	-5.406218	4.3485246	-4.1627326	-2.0181556	-2.4756548	-4.802002	-0.42768508	-2.2394643	0.08179816	-4.439034	-6.590542	-3.5792546	-7.3400054	2.4936745	-0.935401	4.0379996	4.6784472	3.521152	-5.6650324
GTEX-13O3O	1.5438501	-2.4352999	3.5460858	8.46702	6.8259797	-2.5421543	1.9827117	11.072923	-6.1703	0.57179135	0.5335765	2.7344663	-8.704897	-3.4072232	-5.0055647	3.2123582	-3.131179	-0.31331572	-1.1598389	0.89537245	6.7190228	-6.743769	3.7916346	1.4259255	-3.2500837	-0.39244673	4.6940804	1.0478231	0.4720021	3.9878807	6.927749	3.5041878	5.435566	-0.5155531	-0.8927908	4.76191	-0.058953572	2.843142	3.429035	-0.5071985	-2.2467413	0.89235777	-5.228562	1.3711793	0.49606702	0.08017678	4.237967	1.2651838	8.887786	-1.3195763	0.68419397	-0.3705861	2.7435405	-0.39029837	-6.046247	-3.643247	-5.1233077	1.1182785	8.288302	-1.3839079
GTEX-13O3P	5.5941167	-10.613111	-4.9232674	7.278147	5.6015735	1.0409966	1.2559175	0.6277652	3.7477994	1.0477405	4.5855927	0.7986277	-0.69166845	11.834439	1.1541553	4.7686205	4.130611	-1.8023119	3.1143475	9.820885	4.370829	1.1625502	-2.7104886	-1.5957818	-6.8059707	3.5147283	14.185836	3.2447224	-1.3366162	4.6683083	11.744394	9.050548	2.148825	1.3873043	-1.3979445	-4.331671	1.4201922	-6.9731226	2.7666526	4.473441	-2.9603965	-17.465477	-9.264681	7.281236	0.86971265	-2.3616838	-3.8278842	14.8380995	-2.3010948	-1.6226345	2.5469608	1.2379181	-3.494836	-0.1908271	-0.14665516	-9.027737	-5.2223816	4.140826	-0.5264496	-0.42582464
GTEX-13O3Q	1.8429744	-5.4475565	-5.944427	3.059051	3.1779897	3.2578263	3.0550861	-3.1765456	-4.9200683	-4.2421627	-2.6813645	-1.4789859	-2.371797	-8.517094	-7.3710613	-4.8137665	-3.914462	-2.2404027	0.9435478	-9.336383	1.0054191	-3.7399125	1.9610417	-5.723169	4.4329786	-2.5502713	3.1559637	1.6189232	3.9500887	-6.7771955	3.6515868	-4.816627	-1.7730496	-2.1188521	-0.8592332	-2.571717	-1.2728198	3.3566587	1.8714725	-11.134003	-0.5515035	-0.21168208	-0.86039865	2.9255824	-2.6146224	-1.0460079	1.1541767	-9.578422	6.9221306	1.3493333	1.2320669	-2.050166	-4.9665728	-0.62898487	-3.872575	9.806696	-0.99451905	-2.8603718	1.0581197	-5.5561194
GTEX-13O61	1.932835	9.454254	2.8658838	-0.8251901	4.9211745	4.814038	0.95128787	4.5631847	5.835814	0.8131478	-1.5107156	-1.860986	6.003105	8.492031	7.218023	4.8633285	-7.647351	-11.016006	-1.3029988	-6.30368	-3.1203973	2.190454	-0.62404245	0.32552153	0.6638227	-2.1369915	2.109115	-1.4876038	1.4030064	0.21029338	2.8795192	-1.8559282	-4.1646867	-1.1262541	-3.6722298	5.939109	0.57412064	-5.8510876	-0.085373	5.2815084	0.9416723	-0.7588771	-2.9846573	11.6008415	1.9377706	-4.0298123	-4.5317826	7.3038716	-0.42102072	0.88878626	3.007073	-2.9058356	2.0357513	-4.014136	-3.4000907	-3.4573731	-8.879818	4.7059674	0.17123696	-2.0375648
GTEX-13OVG	8.878458	9.103188	15.3256445	-3.1949995	-1.0926723	-1.5971533	-8.088493	-2.2585082	0.6821456	2.3818233	3.1937182	0.6905395	0.99585116	4.268118	1.7239522	4.9639173	6.5899396	-5.0083127	-1.4729393	-1.2559229	-0.49742347	6.1286855	0.09498637	13.172544	-2.7204099	1.9092648	-14.897148	-5.8892837	-0.9144301	2.283133	-3.431682	2.9601188	3.409569	-5.030224	-5.6712503	-1.0461494	-1.352844	-2.723108	-1.5411323	2.1839488	4.1843314	3.5031433	-4.7227736	6.2673078	0.41521153	0.88339764	-4.924225	9.892409	-9.536433	3.790836	-2.3636894	-1.2177916	-0.2580772	-8.092013	-2.6286778	-13.789448	-3.1282642	2.872168	1.2698137	2.6935055
GTEX-13OVH	1.6329129	6.5861926	0.6126855	4.377852	0.8461703	-0.056607023	-0.053715266	8.8043585	1.1497993	-1.4696871	5.0182033	1.7517507	-1.5746107	5.49325	7.0242157	9.66167	-0.6099679	-10.887682	-2.4774652	-3.3386545	5.027199	6.450391	5.2281275	3.7359493	-1.4545747	-1.0229747	6.0074143	5.9367394	-0.029077562	-1.6231893	7.4298673	-8.261713	-2.8952448	-3.0725825	-1.6642025	-0.0023518421	-3.087343	-0.76229644	-2.1103606	4.65805	-3.474074	-0.44019064	1.1135635	1.0265386	1.8341905	-4.236238	-3.9999123	1.8823624	4.798454	-0.41973168	-6.2888117	-0.045907937	3.7273407	-2.9819872	-4.0955195	1.5813813	-2.7097442	1.0423698	-2.2669008	-2.0942435
GTEX-13OVI	-3.9235244	4.650081	7.014014	0.8657647	-6.8789973	-2.1626036	-3.8797426	7.3942676	-2.7418284	-0.21258512	13.020097	-0.79735094	3.3395612	14.25104	10.032675	-3.5005455	7.1580667	-0.91494423	-1.9913844	4.996973	14.812725	-0.1812583	-1.5024581	6.2517653	-2.5754855	-6.3523326	1.1227005	7.224571	-2.7918932	-4.5260587	4.6040053	-4.499467	-5.02498	-0.018640181	-0.8014624	-2.7549298	-6.1917877	-11.555932	0.66821045	3.860689	2.2098064	2.1298392	1.2584217	10.624143	-7.3977966	9.077909	-11.428291	3.770708	-11.324881	-5.0781765	-4.224365	-7.0853834	1.6960022	-1.414814	-7.985778	2.5980554	-0.105859585	5.8930435	-12.607546	-5.893174
GTEX-13OVJ	10.345	-1.2839363	-6.3205295	-1.063048	8.662616	0.7539774	4.3262305	6.184461	-4.5983515	3.6267855	7.003079	17.936853	-7.285662	4.2965455	-0.13610159	3.2750666	-7.5471635	-11.054586	3.8650684	3.2427478	6.844474	5.047281	7.556171	4.94447	-10.344647	-1.1035593	9.428087	10.90891	-3.656965	7.402421	12.313103	5.465811	5.260022	-0.24158715	-0.18930887	-0.64277	2.4359293	-2.1197686	-3.8168108	5.046334	-5.014354	-4.7867737	-6.5415726	4.21016	-4.072054	6.643164	0.24357451	8.748616	-4.0405326	-3.8543174	-3.2721426	6.7017684	-7.074519	-5.1224856	-4.460668	4.331345	-4.9769373	2.1270661	6.2061915	2.9780488
GTEX-13OVK	5.753107	4.962279	-5.712726	3.7909598	2.0997071	0.9810115	-6.377132	1.456724	2.245164	5.9680295	0.73999274	-11.323454	2.997732	4.6035547	1.866505	5.148989	1.0572652	1.0703573	2.7166572	1.4826509	-0.16232881	2.5975773	0.57540876	3.018373	-3.8113487	-10.222874	0.0047488925	1.8143569	-2.889996	0.29049745	-2.712917	2.2148666	2.0296931	0.8034404	5.5038495	4.081997	-3.653422	-2.0374687	1.6072658	-1.9048158	-3.468889	8.695106	3.3022664	0.774714	4.6854367	-1.1258695	-0.46283045	-1.6973892	1.6313124	6.4519897	-4.3767943	-2.5126817	-6.0266643	-0.07854134	1.9903169	1.6855719	-5.5881205	0.33997837	-5.0976925	1.9678519
GTEX-13OVL	2.5012949	-4.0941925	-5.925251	3.8933861	4.5463424	3.4274967	-2.2135437	1.8458565	-6.883594	-0.19791663	-5.8987737	-2.3960445	-11.962137	-11.731375	-2.4305148	-3.7080393	2.8557577	3.3375223	2.5420415	1.1723759	4.405221	-14.283488	6.4380093	-2.2281313	2.8514383	-1.6277581	2.6992292	-3.217648	5.904442	4.9609027	-4.1029215	2.3490798	-5.4827604	-2.1726956	-0.86860746	2.0998437	-1.3979986	1.2694666	4.694047	-7.433471	-4.578584	8.595716	-7.9928093	2.624416	0.03471667	0.081954665	0.6496426	-9.811355	6.298058	0.6324896	2.9881597	-1.039002	-2.4425743	2.7372582	-3.1438904	3.241466	-5.338353	-1.3158305	5.1075583	-4.809455
GTEX-13OW5	1.6479008	-8.742759	-6.5274525	4.839289	-0.7850578	1.3137441	4.4787436	-4.022168	-3.7400682	-5.008502	4.0536704	4.767797	0.93493724	5.97434	-1.3531396	8.179982	-1.6269172	0.5350807	1.2273872	3.0986512	-1.7496506	-1.3909962	2.0992777	-7.318577	-7.390695	-5.126382	8.467028	-2.6934056	-1.7497194	-1.9851762	5.949799	-0.9777407	2.773826	-2.3111477	6.744136	0.11414224	-2.232443	-0.28582013	5.2857695	-0.08986622	1.5681756	-10.907191	-5.186224	8.177663	2.2929454	-6.1699452	0.08433345	11.45788	8.340208	1.9223008	9.011682	-5.4262743	-9.707681	-3.8478222	9.231435	-0.8485817	-0.052004445	-1.6931651	3.9152434	2.5827956
GTEX-13OW6	-8.049911	-8.392056	-1.1015464	0.69833404	-1.3410444	5.0906053	0.99044144	6.933829	-4.430533	-0.0105196	-2.5633411	0.307269	-7.517804	-7.193286	-6.1298127	-4.260673	-0.45247257	0.62832755	1.8831228	-0.44891647	2.634404	-5.4167466	8.139467	-1.961949	-0.3545315	6.744244	3.4102488	1.45933	1.2589201	3.6036487	2.0482502	-1.0915726	0.7417388	-3.8959513	-0.57807857	1.965122	-4.745801	2.3403234	5.215286	-6.3804646	-3.8886085	3.8309631	-4.168971	3.1580021	2.796046	-6.9033227	6.838974	-3.0077636	5.301306	5.3512697	4.9811735	5.966326	-3.141275	2.7554097	-2.9549112	8.0876665	-4.6462555	-2.2832015	7.909629	-0.53956807
GTEX-13OW7	0.23684376	-1.5618856	-7.7603765	4.7397676	7.05202	-6.392629	4.0529337	9.200115	-9.871589	-5.028	-7.509504	1.0299237	-9.411867	-9.362768	-4.854529	-1.9041225	-0.6323646	3.4493382	-2.0770328	-2.1756139	3.7793787	-9.50879	4.247003	1.0452601	-0.3926688	-1.0759804	-2.689655	-3.5456433	-6.074854	-2.0243387	-4.948992	-1.9072008	-3.4482977	-4.9300823	0.9039964	5.683366	-2.7398915	6.3102612	3.062536	-1.6244526	-2.21642	3.8053105	0.23244506	-7.1558056	3.297549	-6.320395	6.596979	-7.166643	11.162219	-1.3414011	3.5289176	3.5899305	-3.9608386	8.140079	-0.94692755	-2.0861027	-3.212848	-3.6291573	0.9368133	-4.2918186
GTEX-13OW8	-3.7880063	4.330807	1.7053504	3.291188	1.9500084	1.0864826	5.7341104	10.761571	-5.850883	3.3865926	-1.4748023	-1.9084924	-10.057388	-7.0234747	-4.8788595	-5.3526163	2.8443184	9.516319	-1.6681911	4.2331405	8.843845	-9.704303	2.9227746	4.7361727	1.464757	4.396836	6.6415253	9.169347	-4.237412	1.0502472	-4.8141766	4.1200557	-1.5155942	-4.0458446	4.0437117	1.8440555	-0.3358908	-0.4531973	1.4370295	-2.8645525	-8.154798	10.791954	-2.516541	-5.986235	0.8123425	5.4729576	-3.744311	-6.0320272	5.813952	-0.40341565	-6.2795568	-1.8916821	1.2132181	0.42326722	5.304006	0.8352432	-4.3955564	-1.927533	3.7641935	-3.3747897
GTEX-13PDP	-1.5816712	2.8709333	-9.473129	-2.203417	1.6502308	8.372792	9.575587	-3.2504609	-8.90232	-4.572788	0.5611837	-9.79167	7.404534	3.9728184	-0.9006946	1.0520458	9.817772	2.1643324	0.8435026	0.022338266	2.338659	-4.229424	1.0246011	-7.0422316	6.926544	-9.05935	-3.0504577	0.4749514	-11.46012	-6.674216	-0.7611628	4.944278	-0.28181082	-0.7500815	9.163273	-5.7524605	-6.632671	-4.9784126	0.13299324	-1.3350555	-3.1763332	3.3165488	-3.536317	11.861491	-2.5926816	2.4422455	-2.439419	3.5825098	-1.9714758	-4.437697	0.9163081	-7.2730184	-7.0182176	1.5550866	14.552381	1.6881233	-1.4890999	-3.2114427	-4.708064	4.323859
GTEX-13PL6	3.2375271	-1.1313515	-0.94268155	1.5811324	3.228319	-2.007576	14.199486	0.009082357	-4.840862	-6.087757	-9.236241	0.51801455	-3.0581138	-5.751159	-12.748193	-6.813571	-3.3862922	-0.76202244	-2.8218508	-8.978329	-0.4675642	-0.07299655	1.3926209	-4.513324	2.6130276	-4.929588	4.032545	-0.09604154	-3.3062606	4.707208	5.011849	5.410625	2.4142692	5.8019614	4.9231453	4.0999722	-6.830526	-4.239335	7.9423113	-7.346402	-2.7984753	-1.943805	-1.9802457	3.4072716	3.545353	-0.26644254	6.692499	-5.4180965	6.125933	7.3022947	10.587684	-0.084733374	-2.6562102	1.1771657	-1.0720521	3.259823	-5.037493	-8.807664	-0.2039466	-4.933054
GTEX-13PL7	-3.6008902	7.1489854	5.4246793	-3.5831418	-1.2729009	3.8929036	7.446042	0.62609935	0.034192227	-1.7781978	-0.0522569	-7.2824364	3.0483994	3.1392295	0.5810954	0.92211056	3.2641644	-0.2860648	4.57405	-6.434749	1.7264808	10.390597	1.4704492	7.0864983	-0.7652867	-3.5282927	-6.891126	-2.5056598	-1.3086402	-5.0258822	2.984508	-4.158869	-3.1904943	-1.6767427	-4.315968	-5.8660846	2.7110064	-6.682444	1.7141865	6.7898417	-2.4832544	-4.627182	3.7147245	8.64659	5.1136556	4.887004	-7.6273274	2.97962	-2.6995504	-3.1440945	-0.36163113	-2.654948	0.5103257	-4.4046803	0.28893632	-1.5621796	1.7124592	6.055542	-2.6642253	1.5848958
GTEX-13PLJ	-3.4734013	6.2271295	-0.4676762	4.077414	4.0707135	2.2724783	11.014347	7.246994	-15.971569	-5.178658	-4.069633	3.0589314	-11.147067	-2.7628033	-5.06253	-6.8044467	1.4801439	7.315695	1.3376174	3.5283074	11.4953985	-13.756104	4.71677	-1.942896	8.067276	-2.3306534	3.8917642	12.878938	-12.906882	-5.6662564	2.374693	5.2143416	3.0503507	-5.112222	-3.5670037	-5.8930144	-1.830814	7.0571513	-5.243476	-13.144043	-5.3337984	6.4308934	-4.6549816	0.014548362	-3.2481685	0.28466663	-2.5900285	-9.26404	-2.2096343	-5.0763383	-6.013032	1.3934411	-4.712908	4.351986	8.382742	6.2319036	0.19393346	-6.3882685	1.7337694	-3.7477944
GTEX-13PVQ	-4.0286317	0.2057971	-2.3514788	7.931484	4.8294	-4.9292035	-1.0823381	3.841314	-7.978857	-4.7464476	2.665354	8.961185	-15.00794	-7.491715	-4.2970343	0.40012792	-5.728728	-4.4177284	-2.6681128	1.3880807	7.285642	-10.568309	8.102032	5.082746	-6.6813097	-0.6547853	7.510053	0.45328125	-3.4897869	9.784977	13.247474	3.8729525	4.902616	-0.6484067	-1.0551639	4.9866405	-1.0845789	0.66885734	-2.0665164	-5.279542	-5.007652	-1.5829529	1.6358672	0.5594118	-3.1792352	-7.713663	6.0483594	7.6771455	7.43781	2.6707995	2.291671	1.8578548	-9.058653	4.473977	-4.9130273	-1.152413	-2.0278673	4.9181523	11.3960285	-0.7314096
GTEX-13PVR	-9.41999	-4.726941	13.0795965	7.1828012	2.1208627	-0.022411367	2.3868694	2.0296423	0.6014128	0.38233057	-2.0678034	-4.8869905	2.6592464	11.079148	5.9878488	8.657863	-4.669054	-1.0165292	-5.970735	3.1483202	4.891339	6.1648293	-0.76777065	6.662188	-3.711942	1.1880718	2.7062144	-6.776372	4.3959203	-4.560919	12.161265	0.44015494	-6.90192	-2.840031	-9.599526	0.66365594	1.5990616	-7.93835	3.5636756	12.018784	4.781148	-0.8736534	3.7288766	5.8929257	1.0922105	-0.08265036	-6.1817126	4.767937	-4.958025	-6.8858194	4.778023	-2.296122	4.784313	-6.247459	-7.259117	-0.4916304	0.30394244	8.393532	-2.4390924	-0.02704865
GTEX-13QBU	1.4778085	0.65846944	9.854913	3.3356056	-0.6773367	-4.954095	-3.360983	-0.42596677	2.5190606	-5.464329	0.38130847	-3.7910388	3.4824705	10.725789	5.4911118	5.5654006	0.7488854	-4.116819	-2.1196477	4.6004677	-4.6525617	14.179054	-5.617512	7.015279	-5.000405	6.3180485	-2.2834327	0.32199878	6.4948125	-3.9440653	4.6653666	-0.15665497	-3.4652922	7.001042	-7.2360277	-1.6489542	9.59319	-5.3250885	-2.1624346	5.7268505	0.90552115	-12.769716	3.2962737	-0.30194408	-1.6449803	2.9763062	-3.4429324	8.510583	-9.08624	7.572695	-0.2678513	-5.232426	4.1095185	-8.520626	-4.633318	0.36854294	2.0466132	5.7351193	-5.4039536	1.5247333
GTEX-13QIC	0.39682636	2.7796016	-7.046183	3.1312654	0.6139046	6.0329967	11.023313	5.800404	-10.453611	-4.1812453	-3.6872015	6.3792124	-6.1017127	-4.6180882	-5.517814	-4.0651536	-0.20627835	1.7201097	-4.6917663	0.88239014	2.4658036	-8.144702	5.224824	-6.091856	7.2898173	-1.5684019	1.5902977	1.4560184	-3.6395557	-4.3074393	0.4930922	5.0964875	-0.15817644	-2.5302348	1.4040565	1.2757788	-5.9336963	7.326082	4.3826523	-9.006532	1.9114671	-5.0138416	0.647173	0.63684946	-1.9901203	-0.48413333	-2.218888	-2.8438356	4.388467	-3.2877736	3.8272474	-0.75979286	-1.3749882	7.1507	0.800835	3.5221806	-4.6103263	-6.4412932	3.2372613	4.8463683
GTEX-13QJ3	-2.0878632	4.429496	-3.849314	1.3615657	-2.544826	-1.2612011	6.3635125	1.638812	-3.6143656	1.3468139	0.51695746	-1.0140858	2.5771797	1.3864199	-1.591196	-0.5638269	-5.1271687	5.5805883	-1.8962501	3.2166486	1.0581877	-1.193093	4.235113	-1.0831083	-2.1010559	-1.4562553	4.2144475	0.60155326	-2.5183613	-5.2743883	-5.156136	-1.7711504	1.3059038	-1.3043139	1.2176809	4.4683037	-6.9066715	0.4967752	-1.5995369	-3.2816787	-4.310141	3.6919	-2.5699093	2.1864228	6.3750763	-0.51442665	-2.5567105	-6.4387755	0.63306767	-0.14804028	-4.974689	-3.4498894	-2.4106622	6.971804	-0.5555476	7.3067927	0.8663127	1.8536894	-3.2192352	-3.6546369
GTEX-13RTJ	-0.7315407	10.283006	-1.6630121	3.6198628	2.0300415	-0.8121044	4.6126857	7.143637	-6.667429	1.8712384	9.524922	0.3442908	0.7495901	10.304741	-3.2414827	-7.4194455	3.126729	6.3894086	-0.5992122	8.575634	16.147755	-5.0450096	-3.8493557	8.519265	3.2248867	-4.6839514	5.067766	8.80283	2.3274157	-3.2127547	-4.7214937	4.229565	-3.7998366	0.39863083	-6.4784446	-0.93336785	-0.5206602	-4.4737763	-10.946345	-0.23423135	-4.5914397	1.1135046	0.52628756	7.5406895	-4.6944566	2.5197728	-4.092345	-2.0213554	-8.613323	-11.328088	-7.1858926	3.3596644	5.988484	-3.165925	3.463311	3.108659	-3.0747926	9.573247	-1.1439301	-4.2601666
GTEX-13RTK	-2.897866	7.763667	5.0001273	2.1350102	-3.60953	8.855053	1.7430223	-7.4953027	2.8332696	-3.357714	2.6003933	-1.354927	3.1729906	4.4558744	11.644544	6.726635	3.0654683	-2.2801142	6.0269055	-0.5984575	-0.10690708	8.361638	0.47311968	2.9097958	-0.7489708	-3.9591591	-2.2641194	-9.396419	0.4100091	-4.1017966	-0.58757776	-3.6695402	1.4945087	0.25347316	1.4206473	5.3922744	2.7568817	1.1733023	0.5694059	1.2994229	-4.363974	-0.4924123	6.6622515	1.6496212	-1.0156615	-3.4426649	-0.8272382	1.1862075	-2.0158427	3.8588257	3.0127525	-7.930733	-3.5938299	-5.65083	1.9183145	-3.9099033	1.9575961	6.9796906	-2.6926801	1.082288
GTEX-13RTL	0.027226182	5.821557	-7.8913617	0.15124545	1.7401643	3.624832	2.2377024	-1.555038	-11.059879	-0.4218915	-2.6314583	-1.8874689	-4.868721	-2.8831744	-1.8050874	-5.597717	8.4301	9.104575	-1.6622473	1.5738324	7.787646	-16.018257	4.4065485	-4.8897004	3.9469693	-0.66729957	0.6887153	2.4378335	-3.9941852	2.2601273	-1.6658331	6.085269	-7.3194566	2.180175	5.4692945	2.6891172	-11.374137	3.7910738	1.58052	-9.80344	-1.0701576	7.5240526	-3.3134549	6.81228	-6.3039737	3.3115194	3.3625839	-4.511413	0.7079358	-0.71607435	-3.590508	-3.3231492	-3.369178	4.255686	0.5511842	2.9659424	-3.1816137	-3.4615793	2.0146618	-0.38976014
GTEX-13S7M	-13.957154	7.6827636	1.745916	7.4371867	2.9210227	-7.2770553	9.4466715	5.277794	-13.235531	-0.18874048	-1.0262984	1.9243084	-6.0535035	4.187506	-12.97205	-6.717112	0.67882204	15.705189	-2.4141576	12.32875	12.407346	-15.52689	-1.039196	6.5847354	1.5464314	0.743343	6.3078	6.413736	-1.3311924	-9.34206	9.402486	5.1099997	-0.24541508	-6.742085	-7.22655	-0.38118553	2.2467453	-0.31706765	-3.8607957	4.1459546	-4.3667727	-3.8892276	-0.49693686	-2.529588	-6.715297	-4.178807	-4.877593	-3.9284708	9.920504	-4.570066	3.9587905	0.9969984	-10.307716	9.082423	5.8395295	4.297337	-1.4749124	1.2096616	-1.0467026	-9.798488
