	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59
GTEX-1JMPY	-3.8249528	0.23100528	8.7832365	6.951136	-6.8287387	-1.27976	-9.307957	-4.7436996	-1.5399327	0.6284377	10.612462	-3.015427	3.808427	8.567958	3.9207313	9.054134	2.0060534	-6.0581326	3.746886	6.748906	1.4549952	6.79401	-0.5074095	6.0425835	-6.412278	-5.994855	-7.0549307	-12.565416	5.6452465	-0.98529834	-2.850541	-2.9283152	0.68490887	0.2566859	1.3139418	4.9873643	-4.1026664	-7.6429534	-1.2661291	2.5075097	-1.9003371	-0.8862122	5.1993265	6.7631707	5.3484993	-3.2614636	-2.6404355	6.839152	-6.3092628	0.006164084	0.9510127	-5.9771113	1.0983367	-4.8846946	-2.3015473	-1.3215095	-0.748316	4.531321	-4.305524	2.0879626
GTEX-1JMPZ	2.4542737	1.2302467	-1.2741446	-0.2381711	2.8544278	5.444668	4.83815	13.528162	-6.576014	5.3905067	-3.4717855	-3.1438286	-6.4845033	-1.7099497	6.7472434	-7.39627	8.170971	0.6184865	-1.3451965	2.9549644	9.114803	-0.35201898	-1.5606008	6.205031	2.8162465	-1.0205066	-0.24561985	15.3253975	1.4374194	4.2713194	-5.171081	9.571353	-3.9100711	2.0636787	2.0489306	3.0249639	0.4668269	-2.3166418	-0.8392562	2.6550667	-5.033096	4.7702813	-0.6018822	5.845266	0.94677657	15.365434	-10.29369	-3.1524782	-11.678836	-6.941089	-8.575652	-6.678683	1.2119763	1.7937605	4.6008844	0.711491	-2.4657588	5.3781805	-1.7681335	-1.4338406
GTEX-1JMQI	5.769935	6.951863	-4.1717625	1.6519139	-0.1868774	4.309731	5.4105268	-3.435312	2.6838179	4.6744905	0.21428649	-9.574653	8.17709	6.5667562	-5.008685	-1.8953805	0.8817963	0.29013225	4.088622	-3.840344	-1.9020195	9.455904	-2.8448105	-1.9599475	0.06417209	2.4879038	-0.6360255	1.6677554	-4.7044063	-10.018273	6.7637873	-0.33246493	-4.7425375	-2.3537157	5.810953	-5.9263706	-3.2169359	3.1193972	3.4854894	6.514681	-1.2930807	-12.359421	-6.736291	-1.8795303	-2.2426674	-1.0196197	-5.9728293	6.6807876	-2.2170022	-2.283529	-0.8692951	-9.263988	-6.4927444	-5.216063	-3.315465	-1.0808673	-1.34399	2.074847	-7.66636	-1.1483384
GTEX-1JMQJ	-6.4008303	5.6277833	-8.236731	5.7198644	3.3537683	-0.90631956	10.000075	5.011297	-10.761383	-8.023276	-9.841895	-5.6187053	-4.1557255	-6.78422	-11.324388	1.5064763	-2.796715	-1.151837	-3.3474314	-3.9338903	2.66985	-1.3693956	-6.4328036	0.6716667	-2.7971406	-0.13850665	-1.8269668	5.7865663	0.90058583	-3.787208	-2.5765288	-6.3729935	-6.1703706	-7.451127	0.088988036	5.7462645	-10.678247	6.291688	-4.935785	-2.2914114	0.31745708	2.8163247	3.159979	-8.909028	4.9820924	-6.0449753	5.9426928	-8.257185	8.262844	5.388604	5.414101	-5.203503	1.437514	4.8742647	-11.306962	3.7624946	-4.486475	1.2605643	-3.763118	-0.65257317
GTEX-1JMQK	11.170001	10.27886	-0.76876026	2.1586132	2.8774958	4.738039	1.9610376	-2.0290334	-2.5577877	3.2963216	5.3580737	2.8383083	2.9128253	6.388275	2.84573	0.29485658	0.620956	-5.7487464	5.185253	0.63844115	15.351395	3.5280113	-1.1415435	5.1416073	0.41259345	-3.564674	0.10746826	8.827876	-1.3067622	-3.437289	1.4306121	-3.7970219	-4.9012656	-4.7527037	-1.8800789	-3.8818064	-5.696438	-4.7095633	-10.00138	3.238831	-3.5591464	-3.6729896	3.5554209	9.111945	-4.11966	1.5422513	-5.0791397	5.3723917	-10.163115	-8.001975	-13.763947	0.5908657	-2.297702	-7.254685	-3.8770761	-0.56897986	3.1035922	9.153808	-6.6053257	-3.3088312
GTEX-1JMQL	1.4107486	-2.4727435	-8.582157	2.7462957	8.572389	-0.2191081	6.9475055	9.897296	-11.586191	-0.81729776	2.9669738	10.356472	-2.4657493	4.074129	-3.446962	0.58789927	5.4116893	0.9594586	2.8070538	8.386175	12.416426	-4.971146	-1.6256973	-1.3606473	-6.6669035	-5.8006973	7.8897867	6.736483	0.56078416	0.68431836	1.4300771	21.697287	-3.0716155	9.1188965	-0.814749	3.0099695	-6.8063536	-1.4615687	-1.6172668	1.1667839	-4.760883	-2.5509093	-4.4529924	11.639664	-8.75544	8.043304	-7.4892426	5.032626	-6.2346053	-11.03281	0.24816754	1.0714794	-5.371615	1.0026361	1.537854	-4.034133	-3.5974016	-1.9411335	2.4352407	0.05212671
GTEX-1JN1M	7.0708027	5.89366	-4.96828	0.6795318	5.3310647	4.8734703	10.291216	2.6740148	-7.766449	-5.7387805	10.677349	9.605123	-2.43512	8.572155	0.6433138	8.11035	2.2198687	-7.746121	8.696	7.3786025	22.91228	0.011575789	1.7753935	1.268135	-1.6916271	-2.3529332	6.4701385	6.061906	-12.12541	-3.1002183	1.898478	2.5456762	6.203338	-3.4182026	1.9710048	-0.5302989	0.77710354	-1.80551	-12.336404	4.528795	-3.4996023	-4.258642	0.64047325	0.046492707	-8.1047735	1.0400084	5.8815546	2.136174	-5.71336	-11.682756	-7.6447053	-4.3703985	-5.218205	-10.787727	-2.411172	-3.9807525	-0.33368358	8.104839	-2.1866932	3.141442
GTEX-1JN6P	-7.450515	2.4474332	-0.397059	10.78766	2.4683437	-2.8623698	-3.8773284	6.2418556	-0.6384538	-0.8159859	1.6702034	-4.674553	-6.2104034	-3.8409283	1.9363605	-2.9880514	-8.122978	2.5333216	0.6171151	-0.36781672	-3.040466	-3.1294699	-0.3632176	-1.6174672	-1.9879237	2.185798	5.7816057	-1.5795316	4.8508854	-2.5028317	3.6897674	-2.8617282	-1.1502322	-5.430469	9.96562	6.652434	-11.572867	-1.4101416	5.2585936	-2.2713828	-4.158673	1.842604	1.9239088	-0.97504246	6.4307246	-0.89981484	0.87691516	4.0971894	9.582913	3.7649846	-1.2189956	2.1845882	-3.2514565	0.9409987	-5.2073383	0.9722491	-1.643095	0.9693239	-2.0446322	-1.7914551
GTEX-1JN76	-1.4008054	-3.2455392	12.936754	8.344508	1.2742006	-6.0927877	-5.8464847	-5.3972116	-1.618366	-2.115915	3.0344772	-8.816943	-0.0942952	-3.1139004	8.52244	9.909719	3.6710086	-0.44183412	0.42187276	4.971508	1.9845556	0.8667464	-1.1004956	4.074383	-5.2492857	8.25077	-1.7229393	6.348642	6.413712	2.7094855	4.3736963	3.7425563	-3.4103553	-0.05618488	-4.39483	-2.1829276	-3.9334493	-2.3079908	-5.9574637	2.064775	2.3595033	5.2243795	5.210652	-2.6707242	5.2453218	3.2840357	1.9003686	-0.99507254	-1.2039973	3.715309	-0.3695581	-0.06384846	0.13222963	-12.425134	-11.035823	-3.2220767	0.4389337	1.5142939	7.528536	-0.7190594
GTEX-1K2DA	-4.8689733	4.983037	10.008607	2.2785726	2.0572236	-3.017026	-0.82540286	-7.2798524	12.04284	-0.5204404	1.6178356	-11.4542055	7.7165594	3.6530015	7.092807	7.2609234	2.7219446	-6.7401605	-3.1865454	-6.0277805	-0.29077822	10.6346	-5.9151015	4.3647428	-0.6558051	-0.0042772973	-7.203757	-3.4714031	3.0162158	-1.7217697	2.0061862	-7.3534927	0.5492204	-1.2034285	2.404287	0.71854454	4.0371604	-1.417835	-1.7153387	6.9363785	-6.5058002	-2.8061864	5.068504	-2.9466941	10.504381	1.9063004	6.7839894	1.9806414	-5.2494826	9.646719	-2.7076683	-2.4112856	0.64746773	-8.423589	-0.3651433	-1.2313714	-4.1810293	2.4178438	-4.0067525	1.0102358
GTEX-1K2DU	2.7420602	1.2019612	9.299508	2.380816	-4.2898993	-1.1895032	-4.411412	-8.7114935	1.2827739	1.0571842	3.3931665	-9.264182	6.312482	7.7939	11.485722	0.6858477	9.866332	-9.741705	5.751149	2.1931293	0.9744552	7.2423577	-9.314383	4.7625875	-3.168714	-1.9567906	-5.1076045	-1.2472285	2.5785372	1.2887446	-0.14002293	6.170721	-1.9363713	6.6059127	2.4224522	-0.40701896	0.28158316	-7.5631933	-5.0542817	4.0034194	3.9847062	-4.872601	-1.5401881	9.858596	0.9513393	3.7074258	-5.945205	9.379092	-10.197089	2.8471375	-1.0587814	-7.6829934	2.691056	-10.991257	3.0158215	-2.2006705	2.392728	6.469385	-8.493231	2.2168214
GTEX-1K9T9	1.5961839	-3.859497	-3.4172356	4.86544	-1.5948944	11.700452	1.7615128	-0.7293884	-0.27488932	0.82198066	5.2645283	1.216878	3.269921	-7.140042	0.44004804	-1.6918366	2.5047884	-0.7290501	1.9566191	2.8280776	4.1962004	-2.3896716	0.07860313	-12.866223	0.2559879	-4.839172	3.2169425	-2.142622	0.9906503	-2.3688302	-5.7599034	5.167827	4.8779254	-0.4182091	12.305693	3.2884717	-12.044188	-3.3075898	4.1556273	-5.219556	0.5186868	-0.14906363	-8.4395685	1.8808422	-2.916153	0.9328449	5.4877	-0.0034043735	3.8151696	-3.0061734	3.443029	-5.0318933	-1.7648118	-4.417204	0.079277895	-1.9258176	-8.695996	-6.6539927	4.9757094	2.9346702
GTEX-1KAFJ	-3.7354386	3.0582066	-2.4225428	3.7238162	-0.47876227	6.752122	3.3544369	-2.0621028	-2.3325543	5.6140947	3.2999852	-0.6648074	-0.15486275	-1.3550638	-0.46232873	0.31600058	3.513387	2.9641447	4.094862	-2.5815303	2.8090935	-7.6321387	0.16775316	-1.3436934	0.6094576	-1.5692922	0.4530898	-1.2828755	2.5816085	0.007341482	4.707365	0.57573164	0.41750982	-3.8617814	5.4035506	5.330485	-5.7073836	-2.6185515	5.261574	-2.420712	-2.548114	-2.123149	-5.126197	4.683908	-0.2606988	-0.23304136	-4.647041	-3.991698	2.6532066	2.6446414	0.05814829	-4.7490277	-3.3957286	0.5123939	0.09026034	1.443934	0.7696964	-0.20820965	3.075911	-1.0625471
GTEX-1KANA	-2.5146313	3.020244	-0.05005508	2.4854944	2.2839837	8.313367	-3.2226381	-5.785122	2.917504	-2.4738455	1.1152921	-6.2053432	3.7079105	-1.2817516	4.4995246	7.4089475	4.04758	-7.1552205	-4.8595996	-6.5461397	-3.2368224	-1.3883339	-0.46000615	1.6066477	2.8827612	-1.8492961	-5.310734	-3.3402193	3.9516265	-2.9864168	2.991237	-4.030637	-2.3990867	3.3035078	1.9270581	-3.258566	1.9813699	-1.536725	0.3731032	0.7496988	-0.52338666	-3.2944865	0.47203773	2.8838675	4.5551744	-5.4249043	3.7317939	1.2254738	0.17637876	4.283619	3.9835467	-7.684621	-0.7102501	-4.161307	-1.1141287	0.2304282	-3.70387	2.5300677	6.697186	-0.8841237
GTEX-1KANB	5.9302807	2.3646019	-5.4384303	-0.8509461	0.2347259	5.1726975	3.0691113	3.4384265	-12.921593	1.5527769	-8.329405	1.6602407	-6.5479956	-10.1978855	-6.8378286	-16.97954	11.154001	7.1990128	-1.4423937	7.9497213	14.608708	-17.395323	-1.81383	-1.631234	3.334201	-2.370944	-6.829112	7.071201	-5.2304506	-1.0495049	-12.828022	2.5176802	-4.1528735	-0.51268417	9.860737	0.39931366	0.13989195	0.019534037	2.4768744	-10.246572	0.5975722	7.5699196	-10.741495	0.65886897	-1.7611797	10.911977	-3.2552836	-13.453573	-2.006488	-5.891908	4.8934216	-4.195701	3.3526092	1.5321926	6.438959	-0.6865636	1.093576	-2.1431918	6.3941674	1.2405692
GTEX-1KANC	3.909435	1.0571183	12.170781	-1.0230081	-6.6081796	-4.244508	-8.910927	-8.453304	9.679135	-0.8542962	-0.0042300946	-10.038278	-0.14022179	11.728602	3.0807211	9.887986	5.1290607	-6.1100407	2.182168	5.5461826	1.3048438	13.44044	-3.265971	-0.762935	-5.6806417	5.3879924	-8.272021	2.0278747	5.014288	-2.245114	1.3844994	-10.8940935	-0.051324587	-5.0108585	0.7460285	4.8284893	1.9172165	-7.489787	-2.0670772	6.631798	0.43480358	2.5054877	-0.73613995	5.2218623	7.0413175	-7.0749497	-0.92818165	3.5413957	-5.879072	14.090264	2.6461403	-6.4085445	1.7122841	-3.8991284	-15.136769	-1.8796821	2.4886837	5.74081	-3.951108	9.015674
GTEX-1KD4Q	1.6326951	3.060431	-0.89461887	4.964498	1.5615802	2.0274973	2.0062394	7.6628137	-5.568694	2.1820624	-4.7047114	-1.2765266	-3.8729486	-10.622473	-12.457073	-1.4184741	-1.4539723	-0.82081974	-1.2557552	2.5696397	1.182819	-9.367038	0.80917776	-1.5857568	3.0013318	-1.2758554	-5.917051	-0.8111656	-2.41742	3.1171017	-1.6725963	-0.34601852	0.993727	-3.223923	4.4596376	3.3512928	-6.942877	4.9811277	4.4228163	-8.285054	-1.1907266	3.5680969	-6.791182	-6.9105377	4.2077146	-0.81674284	3.6269104	-3.6677828	1.2763419	0.06300997	7.177522	6.9290705	-5.2111263	0.137945	1.913619	0.6700228	-6.755388	-3.4533658	6.928216	2.1586509
GTEX-1KD5A	1.0655874	-0.5144416	-1.9941016	3.3578758	0.8036691	3.1452928	8.729049	2.1605692	-3.8208878	4.6946583	-3.8166263	-1.1984575	1.922425	-8.1832485	-7.782741	-2.3259337	-2.987473	-4.9572115	0.41104144	-5.9232497	1.6813773	-1.8684441	2.9068835	-5.037718	-0.28635952	1.3916732	-2.2921815	0.4393832	4.0709133	2.2529404	0.550005	-2.550247	-4.2438126	2.6919346	2.38718	0.8286162	-8.570574	-3.5038984	-0.9761442	-5.2727895	3.492438	-2.434931	-0.24394067	0.4335407	4.8021708	0.035999224	4.6684246	-4.976183	3.908836	0.11598189	-1.9310305	2.0004802	1.4474412	-0.73179924	-4.5416865	1.6527236	-4.9899516	-0.9900524	0.66011804	-3.1997576
GTEX-1KWVE	-1.8607361	-3.6297543	-8.50426	3.8325446	0.69625235	2.5235412	3.6837888	5.047466	-1.2482003	1.8286246	-7.6408877	-1.6895809	-9.932937	-6.9392705	-3.1212518	-2.1082187	1.0331899	3.8535626	-3.4800754	-1.699421	0.7868521	-5.2522345	5.2941103	-1.1446543	0.40902528	1.4863355	-3.2636335	-2.8809593	-1.1890506	4.8623376	-1.3261185	-0.62747437	-3.794551	1.7139657	7.1576815	5.800854	-2.2196982	0.3259886	3.1523943	-8.060871	1.2540408	4.2955537	-5.8043456	-4.655178	4.2403274	-4.2878017	9.062267	-9.22953	6.601641	0.74770695	3.1044843	-1.1354975	2.437767	1.3349667	-1.6984438	-1.6161662	-0.7517173	-8.122503	5.624008	2.7513542
GTEX-1KXAM	-3.6916041	6.970371	10.018564	1.5126652	2.2123947	0.7987255	-1.1233923	-0.31188077	-0.04288327	6.439348	4.376661	-10.472717	8.394179	5.7390823	2.1769068	14.591403	0.5559469	-4.3728127	3.1649435	-2.782078	-0.6383026	11.32824	3.2543056	5.1871595	-6.516243	0.38254464	-5.357762	-1.39519	2.2363954	-0.06162208	-2.536335	0.6681945	0.11053865	-1.3743479	0.07538882	3.2794497	0.81018406	-6.026491	4.4641976	5.4467263	1.5606402	-3.7449176	7.6825776	-0.3510093	9.984791	-1.7424141	-1.5646765	7.5073752	-0.9968421	5.3654656	-0.43434757	-0.13350146	-5.290034	-4.191291	1.7096655	0.23101288	0.8686342	4.2092023	0.10136052	1.5331626
GTEX-1L5NE	-5.454092	-6.8264465	14.129247	1.4233283	-9.001385	3.697763	-0.5851343	-10.337319	3.75534	3.97368	2.485507	-4.908316	5.6867332	12.542113	7.8859053	7.8702054	5.323385	-1.3098718	-0.1635107	2.7686977	0.21695338	6.6670704	4.0988407	4.4364715	-11.306406	-0.66806394	-5.7544794	-10.802674	4.086705	5.357741	6.4332743	4.756059	0.73792523	1.9428674	-0.8316744	1.6881136	-5.2107577	-9.105104	-2.5308397	4.280637	2.8855681	3.2223535	0.3933312	11.672722	4.656245	-2.605657	8.275645	9.030613	-5.137138	3.1298304	-2.3105397	2.3235261	-2.7602105	-0.028639669	-2.0740361	-8.788108	0.5699371	4.3667493	5.748475	12.053037
GTEX-1LB8K	-4.728887	-1.6686202	-1.2138429	7.0537786	5.746627	-6.5614533	1.0059749	7.3439016	-1.4256893	1.6550268	-10.349492	-3.770429	-8.891872	-11.48547	-7.2614365	-0.10165046	-7.1288295	-3.3841696	-0.7607655	-2.643744	0.76028347	-6.272367	4.2130322	-0.5397589	-2.6022012	2.9199176	1.7245674	-4.153334	-2.4731562	3.5619638	5.751711	0.09955999	-0.5778994	-0.587041	3.1463335	6.350982	-7.5944743	2.3271992	5.027034	-9.58349	-3.5332448	4.6403704	0.8048517	-7.4683523	9.806579	-7.672492	9.647723	-3.7913458	6.083207	6.005718	6.724636	7.919021	-4.0619626	1.8332785	-1.7820522	-0.30619356	-5.610156	-3.9102035	4.443449	0.96917236
GTEX-1LBAC	4.4529805	-1.2429138	-0.8907462	-1.9590245	-1.695752	-2.3935947	-10.955382	-8.104186	10.161232	3.424846	0.27425054	-13.485578	7.7875767	4.7232018	1.739825	8.163504	5.2508855	-13.15297	4.0816956	-0.17666037	-3.8005726	8.0130415	5.87645	-2.7193468	-1.6901	-10.98759	-7.856437	-9.91653	-3.1771004	4.1992726	-6.209259	-2.311525	0.28298128	0.47629994	7.221544	-0.9510106	-7.0873632	-12.554084	0.9026009	-3.0186822	2.080556	8.098445	-0.47483808	1.9823499	8.716224	-3.000349	8.637373	6.8886867	-0.84400135	6.8242755	7.2441483	-1.078725	-9.967137	2.3223648	0.41370505	0.72126406	-2.1688	-4.6433783	-5.133154	5.0036173
GTEX-1LC47	10.331382	3.3496952	4.057825	-8.111461	-2.5323052	8.894883	13.367883	-3.5693398	-4.440539	6.5927324	-5.354378	4.359557	7.8249927	1.4362162	2.869398	1.8697153	6.9250536	-3.4539962	5.4938445	-1.2040356	6.848201	7.2204967	3.3688724	-0.08341162	-0.6985975	-0.022677219	-7.5592856	3.59851	-2.09457	-3.3816974	-1.5485555	6.7946963	-3.4437263	-2.48879	0.22281973	-2.193848	-7.454381	-7.884237	0.5676456	4.540027	4.0246162	-7.392607	-4.338568	7.960035	-0.38787416	7.6886206	-5.703007	3.6434662	-11.909376	-7.114995	-4.9342875	-0.5706031	-5.467091	-6.447026	-1.3346921	-3.966358	4.7789583	4.0228124	-2.9882355	3.8593624
GTEX-1LG7Y	-3.501851	3.1649947	2.5692198	3.2017884	1.8788546	-1.8786675	2.1526182	6.971857	-13.609132	-3.06968	2.3868876	1.686556	0.8212921	-9.970757	-8.23927	2.8830786	-5.662746	-7.1377845	2.8049834	1.6078609	7.8337674	1.6483907	0.2462758	-2.6315825	1.2722439	2.9591444	-3.6532714	4.7301974	3.1208975	3.3088903	5.6978407	-7.009488	-6.861746	-5.194118	5.6449275	7.2839303	-8.040883	3.2110221	3.1804771	-5.6567307	1.0292693	-3.6970415	8.208984	3.9104471	-0.9051414	-8.017242	1.658268	0.26434895	3.250658	2.946851	-1.4669253	4.5883927	-3.4429882	0.9982184	-6.1517797	9.240891	0.7504727	4.783775	1.7982976	-3.7859383
GTEX-1LG7Z	1.3449073	1.7863716	1.9337838	-0.21499427	2.068893	1.8369577	0.03902099	0.27689624	-1.2885325	4.263464	2.9131231	-5.6024513	-2.9438455	-0.33496353	3.7270253	0.4757618	6.6369557	0.39880034	-7.3483396	-1.3994539	1.6153749	-3.2699208	-2.1675065	4.240126	6.873724	-0.64713883	-9.47453	0.7229919	6.3501825	0.02304856	-7.1989236	4.343976	1.3057948	-1.568385	3.1496413	-1.4690814	1.3172257	-1.5569259	-0.78415304	3.6234384	-3.4846048	3.506483	-0.47685552	5.2781177	5.3165007	1.9193953	-5.7687774	0.040129114	-6.2853737	-0.68262386	-0.4053024	-7.786205	6.423299	-0.53935236	4.5790143	-2.1642933	-2.3595197	4.9150887	5.4917626	-2.110203
GTEX-1LGOU	2.1077895	5.320792	8.6174135	-2.1195214	9.010389	5.2937074	-3.670061	-1.5557395	-3.5305011	3.4268224	0.009534593	-7.818371	7.078095	-5.273239	3.3596652	3.6713011	-1.1323473	-3.682748	2.2440848	-7.028382	4.8093705	2.774471	-0.6362318	-0.6562728	0.30721653	3.9091797	-5.8429213	2.9814167	7.148805	0.34948435	10.856436	-0.9322151	-6.4907675	-4.004722	2.804009	1.1390013	3.4478786	-3.5664575	-2.813617	-0.8439704	9.488802	-7.911403	0.3925121	0.2285016	0.72268593	-0.8031506	3.9277709	2.3759935	-0.9147073	0.048530404	-4.0757117	-4.670454	2.0547314	-8.754026	-11.892184	-1.0092916	-4.420064	1.0890447	3.5747352	-4.6197376
GTEX-1LGRB	8.883406	7.339566	5.2817144	-5.3935676	-0.04226384	-2.1187704	-3.2196455	2.7375	5.689915	1.9419343	5.2780643	-1.028107	6.3351445	3.0206556	9.590082	4.4104805	0.97669446	0.0038923172	-0.96478224	-0.9673652	3.8933244	8.931148	-0.097716816	8.752187	-2.2869189	-2.7461154	-1.9368422	-5.9876432	7.668675	-0.06897474	-2.2795088	2.4602861	-1.7579963	3.08301	-0.78836703	4.529774	2.1089766	-11.476284	2.9155715	7.3762236	1.4033602	-1.1212116	-2.4505935	14.908584	-0.76934874	14.426905	-5.6517572	9.7017	-12.698855	3.5413945	0.9553605	-3.0853617	-4.612858	-3.3492746	-5.364401	-9.294043	-2.9502842	6.763585	-2.923022	2.2570474
GTEX-1LH75	-5.1323776	2.3054054	-2.5025525	1.2136778	-1.489588	3.599102	4.457942	2.284455	-6.7249207	-0.5745484	3.8561974	4.027534	1.8830475	12.545053	6.90886	4.9732723	0.7199504	-3.8957705	-1.0242294	3.5709975	7.817632	4.083864	-0.074112415	-0.021671362	-16.1856	-4.7985888	4.764666	-5.949295	-2.3726246	-5.3444223	5.674158	0.82858104	-2.7714558	5.383215	7.1014595	8.6437	-14.118606	-4.8818555	-4.3292074	4.080396	-9.677908	1.8350807	4.0302334	5.744195	2.4300857	6.27699	-1.4307375	5.9777145	-4.3146396	-2.4635136	-2.3013864	6.4378214	-5.706007	0.07460004	-1.4667375	4.461394	-1.9054105	4.4217124	-8.428676	1.292149
GTEX-1LNCM	3.6982057	0.5462514	-2.1491153	-2.9489717	-1.5121893	6.092516	5.72806	-0.613286	-3.0814824	-2.8074045	-1.3390584	-3.863552	4.5970798	1.3957667	5.1775517	-0.04191614	-5.232844	-6.5674925	-6.6681457	-2.484207	2.6775692	-3.2392612	5.0466914	-1.1984543	-0.491245	-6.260489	5.243353	0.13826458	-7.1115475	-0.108359724	5.2591205	-4.7845592	-0.88981235	-4.577767	14.501467	0.3840887	-14.308276	3.9518962	4.254481	-10.104176	3.9709852	6.486907	-9.424557	4.805119	3.1096466	0.8446509	8.344789	4.5238633	2.2373307	1.437955	2.0497231	-0.6825844	-7.080963	7.746182	-2.4137008	3.505381	1.1679438	-7.319925	-4.7124243	12.802084
GTEX-1LSNL	1.3730334	-1.1923041	-7.58385	6.431822	3.7121098	-1.0382682	5.7418256	2.3160598	-2.9485836	-0.8914176	-7.2717485	1.365534	-6.01147	-9.495138	-4.152053	3.6867301	-3.1815076	1.5831805	-4.2985983	-3.0830588	4.7177787	-1.4482377	7.6971674	-4.145615	5.116203	5.53108	7.0370617	3.4014132	-1.7769887	-1.4897124	-0.07284316	-0.49755877	-2.245011	-6.6949463	2.8042324	4.179014	-1.9155039	9.237185	1.6225272	-6.325886	-0.6740137	-2.481999	-1.0163981	-5.7648096	7.0180955	-6.1587157	8.107004	-3.4887218	6.3032937	-0.24941126	3.0049982	8.521757	-5.2274327	6.9450283	-7.037171	1.4795576	-6.2122617	-4.826853	3.997214	-1.3081701
GTEX-1LSNM	7.9132404	5.995144	7.4025145	-5.1730294	-2.5082877	4.772659	-3.1173306	-5.9458447	2.936967	8.097451	8.993837	-9.20667	5.8225465	-2.4855816	2.1337976	0.7701206	11.118565	-6.4933643	4.8055964	-8.552046	7.418639	8.666236	-3.4591992	0.1400289	3.3176444	-0.6737909	-6.52077	0.6390195	1.6605377	0.71444714	-6.6976867	-2.114719	0.29485288	1.6795139	11.480637	2.9456875	4.1062965	-3.5286508	-2.8155215	1.6481824	0.07644892	-1.8353766	-0.19923086	6.168492	3.0492558	3.714909	-0.9481008	1.6503495	-5.1543818	10.692068	-3.1871393	-7.9680595	-2.655665	-5.305372	1.1466784	5.521947	-4.4371114	-3.0295775	-5.485989	-3.8415952
GTEX-1LVA9	6.120374	-5.5340767	-7.4606028	4.9416304	-1.1414822	-0.9292439	6.375846	-1.6202483	-5.047745	-1.6952617	-6.9683027	-1.6638877	-4.2720428	-13.622914	-8.866793	-3.322799	-0.7010957	-4.5275755	-1.5294672	-7.300485	1.7356515	-9.509842	9.339027	-8.736583	5.1748657	-2.092136	-1.4931604	-2.1403637	-3.1602056	1.4289336	-3.2228086	1.7507204	-0.03842865	0.64138484	8.702483	2.2574916	-0.12175643	2.46584	2.9510012	-12.438278	0.2711378	-4.5610943	-7.526726	-0.8719645	1.6585187	-1.0192772	4.2098804	-1.5921476	4.6469455	0.8771041	10.116462	0.6730444	-5.1081676	3.590089	1.3112189	2.8927321	-6.0975814	-9.108331	4.344898	-3.5332737
GTEX-1LVAM	-1.4125999	1.4506835	3.6545057	-0.7733996	0.4356058	5.399997	-1.1057869	-3.6230457	4.4152384	-1.6065495	-3.0658224	-5.3331127	3.9328551	-1.1227953	7.057916	6.0487113	-0.8762289	-9.439573	-2.6780438	-2.0169609	2.5721486	-1.0230119	2.7283943	-4.1191535	2.6464465	0.55210495	-2.8721058	-3.156024	1.7620288	-0.10798151	-0.87150943	-3.2220876	0.37931776	-3.008381	4.948995	-1.6807442	-7.1274614	-2.6987643	-2.5659008	-2.1334515	6.2951093	-0.1733385	-4.1503654	7.898148	3.8517203	-0.7227213	0.88217825	-0.49776745	1.5967115	0.032502543	-0.56606954	-3.0934806	-3.0692875	-1.0858624	-1.5127592	3.5129092	-3.0647218	-1.3760821	3.53445	0.3654584
GTEX-1LVAN	2.9955409	7.3774447	7.4834156	-4.4869084	-2.4897802	9.216556	0.69722193	-3.1151636	3.6493218	0.8304415	5.64281	-10.269203	9.110985	4.826392	1.8716635	7.095327	0.8296251	-5.94756	-1.3023502	-7.597514	-1.8328267	10.997515	-0.9963112	0.2677498	0.30974856	-1.8427885	-4.969047	-7.6674905	1.7695526	-7.492096	2.2691743	-2.9366271	8.499952	0.89890176	2.6552978	1.5524697	1.0591958	-2.914552	-2.5616772	7.1449027	4.8843594	-2.7701085	-2.0645344	2.448456	-1.3634307	1.5757893	5.5154853	3.6699605	-0.8106723	3.006038	-0.4207062	-7.104935	-3.6864924	-2.568611	-6.97679	-5.123166	-7.211718	3.455055	-2.578605	4.2797904
GTEX-1LVAO	8.325518	7.090446	-12.3679905	3.1723914	4.0089197	7.9593463	7.7675567	2.6604278	-12.354123	1.7024553	0.6804961	8.124318	-1.7967193	1.6647475	-1.4284807	-7.739594	11.997347	0.7384646	2.5084817	6.7960014	14.7661705	-8.42517	-0.6253958	2.677311	0.59705627	-9.612992	4.7149024	10.531294	-8.427413	-0.07417082	-8.965187	13.612274	-2.5550888	1.9722412	0.97484124	-0.9456896	3.7072861	-3.963734	-3.3007238	-5.7861967	-8.956549	2.0576932	-12.945602	8.148867	-8.519426	13.894758	-12.739242	-6.3758173	-6.5910597	-18.354733	3.1616838	-3.5276623	-3.7164364	1.1802337	16.820698	-0.9215002	-8.144438	-3.0412786	0.51758623	-1.8273367
